Group,Sample,Tissue_Area_um2,Collagen_Area_um2,CVF_Percent
GAE10,hs10wgae10-3_mt_4.jpg,165070.63813743053,6052.031294184185,3.6663281625806343
GAE10,hs10wgae10-3_mt_5.jpg,157110.35912904143,6987.491752285797,4.4475054293184275
GAE10,hs10wgae10-3_mt_6.jpg,166714.2049203507,7593.628051654258,4.554877645418509
GAE10,hs10wgae10-4_mt_1.jpg,135688.59458949952,14249.335469884065,10.50149831162506
GAE10,hs10wgae10-4_mt_2.jpg,128800.6975209728,11891.554340654166,9.23252324679208
GAE10,hs10wgae10-4_mt_3.jpg,148827.62748609675,6548.223206711285,4.399870721128716
GAE10,hs10wgae10-4_mt_4.jpg,154812.894712037,6782.448864171932,4.381061975998684
GAE10,hs10wgae10-4_mt_5.jpg,148373.1737204261,13407.276840418517,9.036186599122923
GAE10,hs10wgae10-4_mt_6.jpg,161361.1179187483,10301.008577622775,6.383823259584593
GAE10,hs10wgae10-5_mt_1.jpg,154577.99038552179,7292.807993213311,4.717882523265342
GAE10,hs10wgae10-5_mt_2.jpg,161463.42727872566,9486.52087849939,5.875337244095109
GAE10,hs10wgae10-5_mt_3.jpg,162737.62842869267,8159.46837590725,5.013879368091267
GAE10,hs10wgae10-5_mt_4.jpg,161106.53218965034,7118.3052125553795,4.418383982206196
GAE10,hs10wgae10-5_mt_5.jpg,161956.81968140262,7688.896220190407,4.747497657286559
GAE10,hs10wgae10-5_mt_6.jpg,151944.83928739754,8941.719294938262,5.884845669569179
